,User,Tweet,timeTweet,source,retweet
236,ccsucy,RT @jeannebarontv: 3h30 plus tard … Coincée dans le #TGV La Rochelle-Paris qui a heurté un sanglier. Train très abîmé et impossibilité de r…,2022-12-16 08:41:16+00:00,Twitter for iPhone,30
237,GuyCaria,"RT @GuyCaria: Hey @SNCF @OUIGO, la grève fout en l'air mon voyage. OK. Mais comment se fait-il que #OuiGo refuse de rembourser un des bille…",2022-12-16 08:36:42+00:00,Twitter Web App,1
238,FanardL,"Très intéressant les trains @SNCF toutes les 1/2 heures!!!!😡
De qui se moque t’on????
Direction Strasbourg….en voiture 😡😡😡. Ras le bol! #sncf #raslebol #transports https://t.co/6iogNjVWIg",2022-12-16 08:35:12+00:00,Twitter for iPhone,0
239,bigorre_org,@SNCF a quelle heure connaît-on les prévisions de trafic pour dimanche ?,2022-12-16 08:33:14+00:00,Twitter for Android,0
240,charlie_dancer_,"@SNCF @RATPgroup @vpecresse Depuis des mois aucun des usagers n’a pu avoir un trajet sans encombre : trains supprimés, en retard, coincés pendant des heures sur les voies… et vous voulez augmenter le pass Navigo à 84€??? ALORS RÉGLEZ CES PROBLÈMES D’ABORD!!",2022-12-16 08:32:59+00:00,Twitter for iPhone,1
241,Marc_H76,RT @jeannebarontv: 3h30 plus tard … Coincée dans le #TGV La Rochelle-Paris qui a heurté un sanglier. Train très abîmé et impossibilité de r…,2022-12-16 08:31:47+00:00,Twitter for Android,30
242,SoaAngel88,RT @jeannebarontv: 3h30 plus tard … Coincée dans le #TGV La Rochelle-Paris qui a heurté un sanglier. Train très abîmé et impossibilité de r…,2022-12-16 08:29:45+00:00,Twitter for Android,30
243,LrvrTheo,Nan mais là… @SNCF c’est trop…,2022-12-16 08:28:43+00:00,Twitter for iPhone,0
244,Simsim_EU,"@SNCF Bonjour ! Normalement ça doit être le P21 qui arrive à Amiens, son terminus, vers 7:05. J'ai découvert qu'il était annulé à mon arrivée à la gare. J'ai pris un autre train qui m'a fait arriver en retard, mais j'ai quand même pu faire mon examen. D'ailleurs ça s'est bien passé !",2022-12-16 08:27:46+00:00,Twitter for Android,0
245,PGLux,@LeJurassien_ @AMimardo @PK674_129 @bfc_region @ConducteurduTER @SNCF @TER_BFC_Trafic Neuneugnot est quand-même un cas pathologique.,2022-12-16 08:26:45+00:00,Twitter for Android,0
246,RaphaelleRemand,@FabulousFabibi @SNCF @SNCFConnect @GroupeSNCF Non tout est complet samedi et dimanche… 😢 https://t.co/BDPa2KpYPA,2022-12-16 08:24:59+00:00,Twitter Web App,0
247,Pvaska_,"@SNCF vous avez de la chance, je viens de me rendre compte que j'avais oublié mon sac sur un quai et j'ai eu le temps de le récupérer 

J'imaginais déjà les démineurs, trouvant un plaid et un penguin en peluche dans un sac",2022-12-16 08:23:25+00:00,Twitter for Android,0
248,Tomas_Frederic,"@SNCF Bonjour,
Voici l'état de la situation à ce jour. Quand j'entre ma référence de dossier voyage, je ne peux pas aller de l'avant. https://t.co/vUKhv3spFM",2022-12-16 08:22:04+00:00,Twitter for Android,0
249,cuisset_emilie,la @SNCF vous avez intérêt de me laisser voir ma copine la sudiste,2022-12-16 08:18:50+00:00,Twitter for iPhone,0
250,ClientsGares,"@SNCF @SangBlueBlanc À l’avenir, nous réfléchissons pour nos grandes gares à des possibilités de portage de bagages par du personnel mais nous ne sommes qu’au début de l’étude sur le sujet. Bonne journée ! [ 2/2 ]",2022-12-16 08:18:23+00:00,Alcmeon Account Management,0
251,ClientsGares,"@SNCF @SangBlueBlanc Bonjour SangBlueBlanc, pour des raisons de vandalisme et de sécurité, nous avons fait le choix de retirer les chariots dans les gares. [ 1/2 ]",2022-12-16 08:18:22+00:00,Alcmeon Account Management,0
252,FabulousFabibi,@RaphaelleRemand @SNCF @SNCFConnect @GroupeSNCF han ma pauvre impossible d'être recasés sur un autre train ??,2022-12-16 08:18:03+00:00,Twitter Web App,0
253,jrslpds,@sncf toujours pire entreprise de France ça bouge pas,2022-12-16 08:15:57+00:00,Twitter for iPhone,0
254,EltonJennings,"1h20 de retard, je monte dans le train en 10 minutes il s’arrête 2 fois @SNCF je veux votre perte, vraiment que @EmmanuelMacron vendent la société à Blackrock si il le faut mais c’est plus possible comme ça",2022-12-16 08:14:37+00:00,Twitter for iPhone,0
255,ChbtVal,"@SNCF Junior&amp;co supprimé pour l'aller de mes enfants, j'imagine que c'est pour revendre leur place à prix d'or à ceux qui cherchent une place la veille des vacances ? Et quid du billet retour ? Je vais devoir l'annuler avec des frais alors qu'il ne sert plus à rien ??",2022-12-16 08:10:36+00:00,Twitter for Android,0
256,ClientsGares,"@SNCF @LouBel_ Bonjour LouBel_, nous comprenons votre mécontentement. Rassurez-vous, nous transmettons votre signalement à nos équipes en gare de Mulhouse. Bonne journée !",2022-12-16 08:10:05+00:00,Alcmeon Account Management,0
257,YannickL,@SNCF Et prévenir les gens c’est un luxe ? Vous dites 10 mins en gare et rien de plus,2022-12-16 08:07:22+00:00,Twitter for iPhone,0
258,orchidee86,"RT @ParisZoopolis: 📣Depuis des semaines, PAZ alerte la Mairie de #Paris @C_Najdovski sur ce filet qui piège et tue des #pigeons
➡️rue de la…",2022-12-16 07:59:57+00:00,Twitter for Android,25
259,YannickL,@SireGoupil @SNCF @OUIGO Non t’es chiant,2022-12-16 07:59:24+00:00,Twitter for iPhone,0
260,SireGoupil,@YannickL @SNCF @OUIGO Je sais que je suis drôle,2022-12-16 07:59:09+00:00,TweetDeck,0
261,YannickL,@SireGoupil @SNCF @OUIGO T’es drôle moi j’ai une heure pour récupérer Zoé et reprendre le train,2022-12-16 07:56:11+00:00,Twitter for iPhone,0
262,SireGoupil,@YannickL @SNCF @OUIGO Attend encore.,2022-12-16 07:55:38+00:00,TweetDeck,0
263,YannickL,Bonjour @SNCF @OUIGO mon train est censé avoir 10 mins de retard et arrive à 51 c’est 54 et toujours rien et aucune annonce ?ouigo7858,2022-12-16 07:54:55+00:00,Twitter for iPhone,0
264,Alexgld67,"@toresStras67 @EmmanuelMacron @SNCF @strasbourg @TGVINOUI Mais sérieusement faut arrêter de tout victimisé, la vie c'est pas rose bonbon. Quand je paye les engrais, le gnr, les semences le triple du prix, et que mon prix de vente baisse je vais pas chuiné partout, je relève la tête et trouve des solutions !",2022-12-16 07:54:50+00:00,Twitter for Android,0
265,StephaneDSS,@Infrapower19_95 @SNCFReseau @SNCF @SNCF_Recrute @RERC_SNCF Ça aurait été sympa de voir le train pousser un peu au delà de la voie 3 🤓😏😏,2022-12-16 07:50:10+00:00,Twitter for iPhone,0
266,DaFinguysMaster,jv rater mon premier rdv chez le psy psk y'a pas de train de la journée alors qu'ils en annonçait hier 🤡 merci @SNCF,2022-12-16 07:50:01+00:00,Twitter for Android,0
267,Olivier_loky,RT @Infrapower19_95: Réparations et finition de la Voie 3 de Pereire afin de la rendre à la circulation pour le RER C. Bien que mal engagée…,2022-12-16 07:48:47+00:00,Twitter for Android,4
268,lolo_lawla,"Bonjour chère et tendre @SNCF, pouvez-vous arrêter de faire ch*er quotidiennement ceux qui veulent travailler 🫣",2022-12-16 07:46:30+00:00,Twitter for iPhone,0
269,CarlitCharles75,"@SNCF bonjour. Peut-on avoir une explication des ""fermetures exceptionnelles"" de la gare de @villetaverny @LigneH_SNCF, un à deux jours par semaine? Surtout en cette période de froid avec les nombreux retards/annulations, l'usager que je suis aimerais pouvoir attendre à l'abri1/2",2022-12-16 07:45:02+00:00,Twitter for Android,0
270,CEGphirot,@SNCF dons les affichages en gare n'ont aucune cohérences. Au secours fait votre boulot @RERC_SNCF @Tram11Express,2022-12-16 07:43:15+00:00,Twitter for Android,0
271,elsaa_vinci,@SNCF @GroupeSNCF Le train Forbach-Metz de 8h07,2022-12-16 07:40:24+00:00,Twitter for iPhone,0
272,dObernai,"@Letoulouzingue @SNCF Le problème c'est qu'il fait -9 ce matin et la neige de mercredi s'est transformée en patinoire.
Un jour de grand départ où des voyageurs vont se pointer avec des valises.
Je ne parle même pas des PMR.",2022-12-16 07:38:05+00:00,Twitter for Android,0
273,eric_bourcet,@CNEWS et après on a @JLMelenchon  qui veut interdire l'avion afin qu'on soit pris en otage par la @SNCF 😡 honte à eux et honte à LFI,2022-12-16 07:30:35+00:00,Twitter for Android,0
274,JClouscard,"@SNCF ça fait 3 semaines que j'attends le remboursement d'un train qui a été annulé, après avoir du loi même faire les démarches (quelle autre entreprise fait ça?), et toujours aucune nouvelle... Vous êtes réellement le pire service que je n'ai jamais vu.",2022-12-16 07:23:57+00:00,Twitter Web App,0
275,SoniaReyne,"Magie de @SNCF @Intercites @UsagerTrainPari 2 places 33 pas de 39, 40, 41 #Poudlard https://t.co/xMLlt3yYVk",2022-12-16 07:23:27+00:00,Twitter for Android,0
276,manu_verger,"@F3Limousin @alrousset @GG_Guerin @LebloisJC @ERLOMBERTIE @massy_pierre @LimMetropole @hautevienne_dep @CCILimoges @SNCF
Sympas vos manifs, mais les M€ que vous avez engagés pour la #lgv incohérente, auraient été plus utiles dans la rénov du #POLT pour Paris à - 3h #capitole ....",2022-12-16 07:22:38+00:00,Twitter for Android,0
277,ChouxHiboux,"RT @ParisZoopolis: 🕖Depuis des années, PAZ interpelle les Mairies, @ClientsRATP et @SNCF pr le retrait des filets qui piègent et tuent les…",2022-12-16 07:20:23+00:00,Twitter Web App,10
278,Camille57163519,"@sncf Mouvement de grève depuis plusieurs jours. Train supprimé ce matin sur la Ligne N. Aucune information communiquée. Chaque jour, c’est la roulette russe, impossible de s’organiser a minima. Pas merci !",2022-12-16 07:20:17+00:00,Twitter Web App,0
279,Bmy45858947,"Parfaite maitrise de la com à la @SNCF dans ma gare ce matin. De très bon goût alors que @IDFmobilites augmente le Navigo 👏🏻👏🏻👏🏻
#sncf #greve @lignesNetU_SNCF https://t.co/H5neKgMvgK",2022-12-16 07:18:34+00:00,Twitter for iPhone,0
280,PucesLapin,"RT @ParisZoopolis: 🕖Depuis des années, PAZ interpelle les Mairies, @ClientsRATP et @SNCF pr le retrait des filets qui piègent et tuent les…",2022-12-16 07:18:04+00:00,Twitter Web App,10
281,RegardsVieAuver,"@olivierbianchi1 @ClermontFd @Intercites @SNCF @Prefet63 🧐Des maquettes... même en taille réelle, 🤔ce n'est pas avec cette farce que la #sncf va nous convaincre que notre région n'est pas négligée !😠 Miladiou !",2022-12-16 07:18:03+00:00,Twitter Web App,0
282,TERSUD_SNCF,"@Mothy_Vv @SNCF Bonjour si vous êtes à bord du 17474, je vous invite à vous rapprocher du chef de bord au plus vite pour lui communiquer votre correspondance et votre situation.",2022-12-16 07:16:47+00:00,Twitter Web App,0
283,Mothy_Vv,@TERSUD_SNCF @SNCF Le retard vient de passer à 20min ça devrait le faire finalement bonne journée,2022-12-16 07:16:43+00:00,Twitter for Android,0
284,FitzChevaleriie,"Donc on a réussi ce matin, d'avoir en plein heure de pointe, un écart de 50min entre 2 trains onminbus de la @lignesNetU_SNCF pour Paris Montparnasse, mais 2 direct qui passent entre temps.
Mais pourquoi passer un direct en omnibus, ça arrangerait les gens, c'est pas la @SNCF",2022-12-16 07:16:29+00:00,Twitter for Android,0
285,itsNev0,@SNCF la France entière vous déteste https://t.co/j6hVI0oVwD,2022-12-16 07:15:31+00:00,Twitter for Android,0
286,TERSUD_SNCF,"@Mothy_Vv @SNCF Bonjour, vous êtes actuellement à bord de quel TER ? Et vous arrivez d'où ?",2022-12-16 07:14:28+00:00,Twitter Web App,0
287,idkbutsam,Si un jour je me jette ce sera de la faute de @SNCF @LIGNEL_sncf tout les jours des retards cette semaine c’est scandaleux !!!!!!!!!!!,2022-12-16 07:14:27+00:00,Twitter for iPhone,0
288,PtiBiscuit2,"@Nogent94130 pourquoi la gare @SNCF est fermé à 8h10 ?
Je vous rappelle que des personnes travaillent dans ce pays est paye 82€ par mois pour leur service.
#Incompétents #MarreDeLaSNCF #NogentSurMarne",2022-12-16 07:14:24+00:00,Twitter for Android,0
289,elsaa_vinci,"La SNCF, soit vos trains sont supprimés, soit ils partent avant l’heure ? Si on ne peut plus se fier à l’heure indiquée je sais pas quoi faire moi. @SNCF @GroupeSNCF",2022-12-16 07:13:02+00:00,Twitter for iPhone,0
290,JulienTaillez,"@UNSAFerro_Off @chivotjl @SNCF +2,8% d’indemnité résidence zone 1 (avec 1 extension prévue) +400€/an de forfait mobilité durable +150€ d’aide carburant
Et enfin la clause de revoyure

Cela n’est pas assez certes mais de là à dire que c’est des miettes…

Démagogie quand tu nous tiens 😂😚",2022-12-16 07:09:15+00:00,Twitter for iPhone,0
291,JulienTaillez,"@UNSAFerro_Off @chivotjl @SNCF 2% + 50 €/ mois ( prime de travail)+ augmentation individuelle lors des EIA (mesures contingents) + 4% pour les EVS Nuit, Dimanche et Fêtes, et 2 % sur tous les autres EVS + abonnement transport 75 % au 1er janvier + rétroactivité mesures NAO de juillet versé en 01 ou 02/23",2022-12-16 07:06:54+00:00,Twitter for iPhone,0
292,labeo22,"RT @ParisZoopolis: 📣Depuis des semaines, PAZ alerte la Mairie de #Paris @C_Najdovski sur ce filet qui piège et tue des #pigeons
➡️rue de la…",2022-12-16 07:06:42+00:00,Twitter Web App,25
293,FitzChevaleriie,"Grève + problème sur la #ligneN.
Voilà qui conclue une semaine cahotique dans les transports franciliens.
Merci @lignesNetU_SNCF et @SNCF pour faire de nos trajets quotidiens des sources de stress supplémentaire...",2022-12-16 07:06:33+00:00,Twitter for Android,0
294,FlorianRinguede,RT @jeannebarontv: 3h30 plus tard … Coincée dans le #TGV La Rochelle-Paris qui a heurté un sanglier. Train très abîmé et impossibilité de r…,2022-12-16 07:04:55+00:00,Twitter for iPhone,30
295,LeJurassien_,"@AMimardo @PK674_129 @bfc_region @ConducteurduTER @SNCF @TER_BFC_Trafic Le pire c'est qu'on voit bien que peu importe la couleur politique, tant qu'on aura des incompétents, ça n'ira pas dans cette Région (et même ailleurs !).",2022-12-16 07:04:31+00:00,Twitter for Android,0
296,JulienTaillez,"@tonytudors @UNSAFerro_Off @chivotjl @SNCF Vous me faites marrer, tellement des miettes comme tu dis que dans un tract UNSA à destination des ASCT vous vantez ce qui a été obtenu en NAO 😂
Vous êtes des clowns 🤡 
Et je suis loin d’être un donneur de leçon, je constate tout simplement 🤔",2022-12-16 07:04:15+00:00,Twitter for iPhone,0
297,Aurasama_a,A ce niveau c’est du foutage de gueule 45 min de retard et mtn c’est 55 min vous nous prenez pour des cons @SNCF ? Y’a pas à avoir des retards aussi long vous vous demerdez pour résoudre le problème normalement ! mais non apparemment … c’est dramatique https://t.co/Lkjx8tiPiA,2022-12-16 07:03:41+00:00,Twitter for iPhone,0
298,CarolineRanson3,@GroupeSNCF pour une fois qu’un @TERHDF est à l’heure vous arrivez à contrôler et mettre une amende à une personne qui venait de recharger son pass et n’a pas pu le scanner car la SEULE machine a cet effet ne fonctionnait pas. Voleurs ! @xavierbertrand @Francois_Ruffin @SNCF,2022-12-16 07:03:14+00:00,Twitter for iPhone,0
299,yannthompson,@SNCF Merci.,2022-12-16 06:59:54+00:00,Twitter for Android,0
