,User,Tweet,timeTweet,source,retweet
0,Arki987,@pabliigoo @SNCF Celui de 14h50,2022-12-16 13:50:02+00:00,Twitter for iPhone,0
1,Im_Gi_,@Etohzz @SNCF @Elysee *,2022-12-16 13:49:50+00:00,Twitter for iPhone,0
2,Rayn_TN,@SNCF tgv inoui 2730 a destination de paris,2022-12-16 13:49:20+00:00,Twitter for iPhone,0
3,pabliigoo,@Arki987 @SNCF wesh comment ça,2022-12-16 13:48:30+00:00,Twitter for Android,0
4,dirtyswift,@ov_ostan @SNCF Mais bro… La ils me mettent en galère…,2022-12-16 13:47:53+00:00,Twitter for iPhone,0
5,Arki987,"Train suivant supprimé 👌

Je vous hais @SNCF https://t.co/W3fWoAtxl4",2022-12-16 13:46:36+00:00,Twitter for iPhone,0
6,Rayn_TN,@SNCF le tgv bloquer à reims depuis 30min qui devait partir de Reims et aller à Paris a 14h14 j’aimerai savoir on part quand et ce qu’il se passe svp,2022-12-16 13:46:33+00:00,Twitter for iPhone,0
7,jabarre81,@SNCF @GroupeSNCF Bonjour merci je viens de vous envoyer en DM les informations demandés,2022-12-16 13:46:08+00:00,Twitter for Android,0
8,saint_dolly,Ce serait bien de mettre l'application à jour en temps réel quand il y a des perturbations ou des interruptions de trafic de façon à ce qu'on puisse prendre nos dispositions @SNCF 😕,2022-12-16 13:44:10+00:00,Twitter Web App,0
9,Rayn_TN,@SNCF c’est quand mon tgv il part svp il se passe quoi 50min de retard bordel,2022-12-16 13:42:50+00:00,Twitter for iPhone,0
10,letulpadedavid,"@Alphaleus1 @LIGNEP_SNCF @SNCF Certes mais dans le cas présent la SNCF n'y est pour rien.... Préféreriez-vous qu'elle fasse passer les trains et qu'un pont fragilisé, cède ?...",2022-12-16 13:37:28+00:00,Twitter for Android,0
11,ChristoE35,"RT @IsabelleSurply: Bonjour @SNCF 
Donc quand un petit breton de 15 ans monte dans un Ouigo qui porte le bon numéro de train, le bon forfai…",2022-12-16 13:32:50+00:00,Twitter for iPhone,792
12,Absimiliard1,@lawyer_lord Les développeurs des appli @SNCF n'étaient plus dispo (ils préparent une qui ne marchera que pour les réservation TGV entre Lathus Saint Remy et Montmorillon les nuits de pleine lune) ... ils ont du se rabattre sur ce qui restait,2022-12-16 13:32:15+00:00,Twitter Web App,0
13,EFFICYCLE_fr,"🚗 #EFFINEWS Mobilité N° 332 est en ligne ▶️ https://t.co/pv75O8oM9y

📩 Abonnement gratuit ▶️ https://t.co/cND1fUAqHG
 
❤️ Soutenez EFFICYCLE ▶️ https://t.co/vhXtWT8wrg

Avec @BMWGroupFrance @vw_france @ToyotaFrance @FiskerInc @CERN_FR @Airbus @SNCF @groupekeolis @DouzeCycles https://t.co/9OGmnEhJ8j",2022-12-16 13:30:00+00:00,Swello,0
14,MasterMINDERent,"{#MMTV} MM RADIO - #LunchShow : Retrouver Ses Objets Perdus Dans Les Transports Avec Gares &amp; Connexions @SNCF - Interview de Sandrine Augereau (Plateau avec @DjJPMano)
https://t.co/QnAN2rFyEI

#MMRadio #Podcast #SNCF #ObjetsTrouves #Societe #Informations #Transports #Technologie",2022-12-16 13:29:40+00:00,Twitter Web App,0
15,thierry_ponsada,Ne serait il pas temps que ça change ? @Plusdetrains @rerA. Nous sommes gentiment avertis qu’il n’y a pas de conducteur @Sncf pour prendre la relève du RerA stationnant à NanterreP ? Enfin @RER_A on est arrivé à la limite de ce sytème non ? https://t.co/h7SkNPW9GQ,2022-12-16 13:27:13+00:00,Twitter for iPhone,0
16,leaurizcullair,"Et je suis déjà allée au service client en gare de Bordeaux, leur solution est de me racheter un nouveau billet. Sauf que j’ai déjà payé celui initial et je n’ai pas les moyens de m’en reprendre un … Aidez moi @SNCFConnect @SNCFVoyageurs @SNCF 🙏🏼🙏🏼",2022-12-16 13:26:59+00:00,Twitter for iPhone,0
17,bonjourOui_,@btnlisa_ @SNCF @TERGrandEst Force à toi 😹😹😹,2022-12-16 13:25:07+00:00,Twitter for iPhone,0
18,bonjourOui_,@TERGrandEst @btnlisa_ @SNCF Oui bah remboursez une partie alors,2022-12-16 13:24:55+00:00,Twitter for iPhone,0
19,TerDijonMacon,RT @majorite_BFC: 🚆Le dernier vœu porté par @O_charretgodard appuyait les différentes initiatives locales qui demandent à la @SNCF de rétab…,2022-12-16 13:24:36+00:00,Twitter for Android,1
20,Frederic9382,"RT @letulpadedavid: @LIGNEP_SNCF C'est quoi tous ces débiles qui hurlent contre la @SNCF, là !?

Allez vous en prendre au conducteur du cam…",2022-12-16 13:24:33+00:00,Twitter for Android,1
21,btnlisa_,@bonjourOui_ @SNCF @TERGrandEst TRUC DE OUF,2022-12-16 13:24:21+00:00,Twitter for iPhone,0
22,majorite_BFC,"🚆Le dernier vœu porté par @O_charretgodard appuyait les différentes initiatives locales qui demandent à la @SNCF de rétablir une ligne de TGV importante pour notre Région interrompue pendant la Covid.
(4/4 https://t.co/q5fphaqHEe",2022-12-16 13:24:06+00:00,Twitter for Android,1
23,CultureRP,"Parce que la #publicite peut aussi être vertueuse, découvrez la campagne engagée de la semaine : l’exemple de la @SNCF  qui inscrit l'écologie au cœur de sa raison d'être. 

A retrouver : https://t.co/31gZ1pmc9f",2022-12-16 13:23:41+00:00,Twitter Web App,0
24,Alphaleus1,"@letulpadedavid @LIGNEP_SNCF @SNCF Peut-être cela vient-il du fait qu'il y a des problèmes absolument tous les jours. Au bout d'un moment, même si on peut comprendre que la sécurité prime, c'est frustrant. D'autant plus que le prix du passé Navigo ne baisse pas, lui, pour une qualité de service décroissante.",2022-12-16 13:20:59+00:00,Twitter for Android,0
25,izeeksx,@Keltixxx @SNCF ils m'ont annulés mon retour dimanche alors que je suis déjà parti ces enculés,2022-12-16 13:20:44+00:00,Twitter for Android,0
26,AntoineLunven,@marine__smt @SNCF @OUIGO Le 3635 (OuiSCNF) ou le numéro de OuiGo qui est un 09 ?,2022-12-16 13:19:55+00:00,Twitter Web App,0
27,studio_arrival,@platombe @CBeaune @SNCF @WebloyaltyFR @dgccrf @GroupeSNCF @SNCFConnect Merci Monsieur le Député de porter cette question ô combien importante pour la confiance dans l'économie numérique.,2022-12-16 13:19:30+00:00,Hootsuite Inc.,0
28,effisyn_sds,RT @platombe: J'interroge @CBeaune Ministre des transports sur le partenariat @SNCF et @WebloyaltyFR qui est plus que discutable pour une e…,2022-12-16 13:19:04+00:00,Twitter for Android,4
29,leaurizcullair,"[1/2] Bonjour @SNCFConnect @SNCFVoyageurs @SNCF. Je devais prendre un train Agen-Paris, ce vendredi 16 décembre (8502), départ 7h35 Agen. Il a été annulé, et hier soir, aucun autre train pour ce 16/12 n’était ouvert à la réservation pour un échange.",2022-12-16 13:17:59+00:00,Twitter for iPhone,0
30,touanti2,@SNCF à votre avis je prend un classique ou un classique ? https://t.co/OcO2ZaMBLQ,2022-12-16 13:17:56+00:00,Twitter for iPhone,0
31,larrythmetique,@izeeksx @SNCF c tbm,2022-12-16 13:17:35+00:00,Twitter Web App,0
32,studio_arrival,RT @platombe: J'interroge @CBeaune Ministre des transports sur le partenariat @SNCF et @WebloyaltyFR qui est plus que discutable pour une e…,2022-12-16 13:16:44+00:00,Hootsuite Inc.,4
33,letulpadedavid,"@LIGNEP_SNCF C'est quoi tous ces débiles qui hurlent contre la @SNCF, là !?

Allez vous en prendre au conducteur du camion qui engendre ce bordel, pas à la SNCF qui applique, et c'est heureux, des mesures de sécurité !",2022-12-16 13:16:40+00:00,Twitter for Android,1
34,rodlb44,@OUIGO @SNCF merci pour les retards et merci de bloquer les accès au quai... Aucune compassion ni excuse....rester bien a demander des augmentations avec l'argent dépensé pour rien...Restez bien dans votre monde..,2022-12-16 13:16:24+00:00,Twitter for Android,0
35,smoxy_15,RT @smoxy_15: Les aiguilleurs de la @SNCF on va vous peter les rotules et la vous aurez une bonne raison de pas travailler https://t.co/XjO…,2022-12-16 13:14:34+00:00,Twitter for iPhone,1
36,marine__smt,@AntoineLunven @SNCF @OUIGO J’essaye de les joindre par téléphone depuis hier mais ils sont visiblement débordés….,2022-12-16 13:13:08+00:00,Twitter for iPhone,0
37,Olivier31860,@SNCF  ça vous amuse de changer les horaires de vos trains 24h avant le départ et rendre ainsi les correspondances compliquées voir impossible ????!!!!,2022-12-16 13:12:16+00:00,Twitter Web App,0
38,lulu_deb,@SNCF un jour faudra quand même m'expliquer pourquoi systématiquement les départs de vacances vous mettez des trains courts alors que vous SAVEZ que ça va être blindé,2022-12-16 13:12:01+00:00,Twitter for Android,0
39,bonnin75,RT @platombe: J'interroge @CBeaune Ministre des transports sur le partenariat @SNCF et @WebloyaltyFR qui est plus que discutable pour une e…,2022-12-16 13:11:05+00:00,Twitter Web App,4
40,lilsaikoo,@SNCF Il vienne d’être complet c’est scandaleux on peut même pas aller voir notre famille a paris,2022-12-16 13:11:03+00:00,Twitter for iPhone,0
41,FrankGuehennec,"RT @60BL: Cc @SNCF

C'est comment la procédure pour le remboursement des billets en cas de retard ?
Paris Rennes prévu 12h45, puis 13h00, p…",2022-12-16 13:09:31+00:00,Twitter for Android,1
42,MaxBiot,"@Ganette_ @Ligne8_RATP Non mais arrêtez avec cette e psychose @ClientsRATP @SNCF 
Toutes les 2 min on entend des menaces bagage oublié = commandos  de déminage 
L'autre jour j'ai pris 2 trains en passant par Paris et 2x alerte bagage oublié et retard
Tout ça pour un baluchon ou sac piscine qui traîne",2022-12-16 13:09:21+00:00,Twitter Web App,0
43,platombe,J'interroge @CBeaune Ministre des transports sur le partenariat @SNCF et @WebloyaltyFR qui est plus que discutable pour une entreprise publique. Je demande à ce qu'il y soit mis fin et que la @dgccrf soit saisie sur cette activité de cashback. @GroupeSNCF @SNCFConnect https://t.co/7zL8734vuE,2022-12-16 13:08:41+00:00,Twitter for Android,4
44,60BL,"@LanikMabig @SNCF Bien sur, mais pas toujours possible",2022-12-16 13:08:36+00:00,Twitter for Android,0
45,Nax_XIII,"Écoutez-moi bien, je vais pas payer 84€ pour prendre un train qui en une semaine n'a pas été à l'heure une seule fois !! Un problème chaque jour, et toujours la même excuse !!
J'EN AI MARRRREEEE 😡 @SNCF",2022-12-16 13:07:53+00:00,Twitter for Android,0
46,LanikMabig,"@60BL @SNCF Clermont-Ferrand - Paris ou vice versa, toujours prévoir de voyager la veille afin d'honorer ses obligations. Ça n'exclut pas les surprises d'horaires, ............",2022-12-16 13:07:48+00:00,Twitter Web App,0
47,marine__smt,@AntoineLunven @SNCF @OUIGO C’est clair ! On est bien loin des 9 trains sur 10 en circulation en tout cas sur l’axe Toulouse-Bordeaux-Paris ….,2022-12-16 13:06:29+00:00,Twitter for iPhone,0
48,Arki987,"@SNCF je vous déteste, y’a pas un trajet sans problèmes avec vous",2022-12-16 13:06:20+00:00,Twitter for iPhone,0
49,Athmos_,"Les choses puent dans vos conditions de travail. OK. Il faut des soluces choc pour etre entendu.OK. Mais niquez les vacances et fetes des gens. Vous aurez personne de votre côté, et le gouvernement s'en tapera tout autant le coquillard. Merci d'avoir gacher mes vacances @SNCF",2022-12-16 13:04:00+00:00,Twitter for Android,0
50,sofiageraldo,@Dragon_violet28 @IsabelleSurply @SNCF Exactement,2022-12-16 13:01:37+00:00,Twitter for Android,0
51,sofiageraldo,RT @Dragon_violet28: @IsabelleSurply @SNCF ben oui c'était pas un wesh wesh...,2022-12-16 13:01:27+00:00,Twitter for Android,1
52,sofiageraldo,"RT @IsabelleSurply: Bonjour @SNCF 
Donc quand un petit breton de 15 ans monte dans un Ouigo qui porte le bon numéro de train, le bon forfai…",2022-12-16 13:01:21+00:00,Twitter for Android,792
53,smoxy_15,Les aiguilleurs de la @SNCF on va vous peter les rotules et la vous aurez une bonne raison de pas travailler https://t.co/XjOkzV3Iir,2022-12-16 12:58:33+00:00,Twitter for iPhone,1
54,SignoreSacha,@LaMouloudiance @SNCF Dhshdjsidjsjsjsjdjz,2022-12-16 12:58:16+00:00,Twitter for iPhone,0
55,dlerouxel,@BobouneF @OUIGO @SNCF Totalement d'accord et surtout de prévenir aussi tard les usagers...,2022-12-16 12:57:51+00:00,Twitter for Android,0
56,TitouanLeCam,Être à Montparnasse un jour de grève plus départ en vacances c'est une certaine vision de l'enfer (on vous déteste @SNCF),2022-12-16 12:55:31+00:00,Twitter for Android,0
57,DAVIDMAROUANI,"Sur le @RERC_SNCF, Apres le 1 train sur 2 du jour, c’est aussi un écran sur 2 en gare de Saint Gratien ? Ou bien, la @sncf vient de créer les écrans invisibles d’absence de trafic ? @IDFmobilites @Actu_Transilien https://t.co/U5piU4h2PP",2022-12-16 12:55:12+00:00,Twitter for iPhone,0
58,ifoundyou____,@ErikaBadin @SNCF Ah oui d’accord 💀,2022-12-16 12:55:09+00:00,Twitter for iPhone,0
59,Ideo_versea,Bon là @SNCF y'a moyen que vous arrêtiez de supprimer les trains ? Ça fait deux trajets que je prend et qui sont annulés au dernier moment faut aller se faire foutre aussi,2022-12-16 12:54:49+00:00,Twitter for Android,0
60,Dragon_violet28,@IsabelleSurply @SNCF ben oui c'était pas un wesh wesh...,2022-12-16 12:53:59+00:00,Twitter Web App,1
61,ov_ostan,@dirtyswift @SNCF C'est le seul moyen de pression.. et encore il est de moins en moins suivi..,2022-12-16 12:53:48+00:00,Twitter for Android,0
62,elganih95,"RT @MalbecJu: ""Non un TGV n'émet pas 80 fois moins de CO2 qu'un avion"" La @SNCF, première sur les grèves et maintenant première sur le #Gre…",2022-12-16 12:53:44+00:00,Twitter Web App,41
63,iatros256395,"@WonderKamui @SNCF C'est à cause de la grève, non ?",2022-12-16 12:53:17+00:00,Twitter Web App,0
64,60BL,"Cc @SNCF

C'est comment la procédure pour le remboursement des billets en cas de retard ?
Paris Rennes prévu 12h45, puis 13h00, puis 14h00 et maintenant 14h45...

Insupportable",2022-12-16 12:52:33+00:00,Twitter for Android,1
65,Etohzz,.@SNCF Vous êtes des merdes,2022-12-16 12:49:44+00:00,Twitter for iPhone,0
66,WhimperSpain,"RT @dObernai: Cher père Noël, est-ce que tu peux apporter une pelle à neige à la @sncf ? https://t.co/KqGf4b8Uay",2022-12-16 12:49:22+00:00,Twitter Web App,1
67,EvannLongoria,@SNCF @OUIGO bon c'est une joke là ? https://t.co/1KQIbs50nm,2022-12-16 12:48:18+00:00,Twitter for Android,0
68,AlouhaBert,"@pepelevx @karjar74 @ChapuisCamille @SNCF Parce sinon il faut aller travailler comment? 
A pied? Pour assurer le confort des fainéants de SNCF?",2022-12-16 12:43:54+00:00,Twitter for iPhone,0
69,BobouneF,"@SNCF Par contre pour Bordeaux allez vous faire foutre. 
Quand @SNCF fait la grève pour le 1er week-end des vacances scolaires sur les lignes Ouest et prennent en hottage les français après ces trois dernières années compliquées. 🤮🤮🤮
#LaHonteSNCF 
#ConcurrenceFerroviaire",2022-12-16 12:43:52+00:00,Twitter for iPhone,0
70,JBC75017,@eclatdavocat @SNCF J ai regardé les prix …..sncf annonce 30 € maxi le billet ….rien en dessous de 90€ pour ma destination….une pub pleine de charme mais une fois dévoilée on ne voit que les défauts ….c est moche sncf,2022-12-16 12:43:49+00:00,Twitter for iPad,0
71,jcphilippe,Merci @Fede_SUD_Rail  et @cgtcheminots ! @SNCF,2022-12-16 12:43:32+00:00,Twitter for iPhone,0
72,GuideBSA,@anecdote_rapide Alors que ces faignants de la @SNCF passent leur temps à faire grève et à annuler des trains... Trop dur la retraite à 56 piges... Je prends le train pour obligation professionnelle 2 fois par an pour un AR Marseille Paris. Y'a pas 1 fois où cela se passe sans problème de train,2022-12-16 12:43:03+00:00,Twitter for Android,0
73,BobouneF,"@SNCF Commencez vous même par respecter les clients ou usagers 🖕🏼
Quand @SNCF fait la grève pour le 1er week-end des vacances scolaires sur les lignes Ouest et prennent en hottage les français après ces trois dernières années compliquées. 🤮🤮🤮
#LaHonteSNCF 
#ConcurrenceFerroviaire",2022-12-16 12:42:46+00:00,Twitter for iPhone,0
74,8ey7aa,Il l’ont aussi supprimé 🤡🤡🤡 @SNCF https://t.co/Yg6v9RxzOf,2022-12-16 12:42:24+00:00,Twitter for iPhone,0
75,JBC75017,"RT @eclatdavocat: La @SNCF reine des trolls - 
parce que moi j’ai payé un prix indécent pour partir pour les fêtes et tous mes billets sont…",2022-12-16 12:42:09+00:00,Twitter for iPad,1
76,BobouneF,"@SNCF Quand @SNCF fait la grève pour le 1er week-end des vacances scolaires sur les lignes Ouest et prennent en hottage les français après ces trois dernières années compliquées. 🤮🤮🤮
#LaHonteSNCF 
#privatisationSNCF 
#ConcurrenceFerroviaire",2022-12-16 12:40:50+00:00,Twitter for iPhone,0
77,BobouneF,"@SNCF Oui restez attentif…
À l’annulation des tvg. 
Quand @SNCF fait la grève pour le 1er week-end des vacances scolaires sur les lignes Ouest et prennent en hottage les français après ces trois dernières années compliquées. 🤮
#LaHonteSNCF 
#privatisationSNCF 
#ConcurrenceFerroviaire",2022-12-16 12:40:21+00:00,Twitter for iPhone,0
78,AlouhaBert,"@pepelevx @ChapuisCamille @SNCF Vous ne connaissez la honte, franchement",2022-12-16 12:40:11+00:00,Twitter for iPhone,0
79,AntoineLunven,@marine__smt @SNCF @OUIGO Plus de la moitié des trains sont supprimés... C'est un enfer.,2022-12-16 12:38:50+00:00,Twitter Web App,0
80,sim0nkey_,@SNCF vous etes vrm des merdes jen peux plus,2022-12-16 12:38:31+00:00,Twitter for Android,0
81,twitwi0100,"RT @Antoine_Gavory: Grève @SNCF   Les syndicats, c’est un groupe de mecs avec chauffeur qui bouffent avec d’autres mecs avec chauffeur pour…",2022-12-16 12:38:23+00:00,Twitter Web App,2
82,dirtyswift,"La @SNCF  vous rendez dingue! Vous me faites perdre de l’argent, du temps, de l’énergie! Les combats c’est bien! Prendre les gens en otage c’est par contre pas bien du tout! Trouvez un autre moyen de faire chier vos patrons et laissez nous travailler et/ou voyager!",2022-12-16 12:36:33+00:00,Twitter for iPhone,0
83,AnthonyPayet64,"@Shadeowzzz @TERNouvelleAQ @SNCF Ils passent plus leur temps à faire grève qu'à bosser. La SNCF les plus gros branleurs de la société et ça fait des années que ça dure, plus de 30 ans qu'ils font grève mais bon",2022-12-16 12:36:13+00:00,Twitter for Android,0
84,AnthonyPayet64,RT @Shadeowzzz: Sinon @TERNouvelleAQ @SNCF je vous propose un nouveau concept de dingue : Ne pas faire grèves ; surtout avant la période de…,2022-12-16 12:35:12+00:00,Twitter for Android,1
85,Shadeowzzz,"Sinon @TERNouvelleAQ @SNCF je vous propose un nouveau concept de dingue : Ne pas faire grèves ; surtout avant la période des fêtes. 

Qu'en pensez-vous ? 😊 https://t.co/vfSDOAQ6m5",2022-12-16 12:34:50+00:00,Twitter for Android,1
86,garesaintjean,@CdBIsaac @jeunecingle @SNCFsebastien @TGVINOUI @SNCF Et je pense que monsieur mélange Sûreté et sécurité,2022-12-16 12:33:11+00:00,Twitter for iPhone,0
87,BobouneF,"@OUIGO Quand @SNCF fait la grève pour le 1er week-end des vacances scolaires sur les lignes Ouest et prennent en hottage les français après ces trois dernières années compliquées. 🤮🤮🤮
#LaHonteSNCF 
#privatisationSNCF 
#ConcurrenceFerroviaire",2022-12-16 12:32:36+00:00,Twitter for iPhone,0
88,PriboisAlexand1,RT @jeannebarontv: 3h30 plus tard … Coincée dans le #TGV La Rochelle-Paris qui a heurté un sanglier. Train très abîmé et impossibilité de r…,2022-12-16 12:32:03+00:00,Twitter for Android,30
89,EvannLongoria,"@SNCF @OUIGO 

Vous vous foutez de moi là ?
Et mon partiel que j'ai raté ? 
Vous me le refaites passer ? https://t.co/uoPYJne7mC",2022-12-16 12:29:56+00:00,Twitter for Android,0
90,agarthaexists,@SNCF je vous déteste de toute mon âme,2022-12-16 12:27:46+00:00,Twitter for Android,0
91,izeeksx,aller vous faire foutre avec vos grèves @sncf,2022-12-16 12:27:35+00:00,Twitter for Android,0
92,DucrocqCharles,"RT @radioclassique: ❌Les #contrebasses sont parfois refusées par des contrôleurs zélés de la @SNCF 

Les musiciens se sentent ""persécutés""…",2022-12-16 12:27:32+00:00,Twitter for Android,4
93,php85ve,"@kerozen10 Demain, c'est deja aujourd hui, cest que cela qui arrive en avance @GroupeSNCF 
Pour le reste les retard les greves c est le metiers a temps plein @SNCF",2022-12-16 12:24:49+00:00,Twitter for Android,0
94,cedricbrun,"C'est la première fois que je le fais en étant sûr que ça sert à rien mais ça fait du bien.
@OUIGO @SNCF je vous hais.
@cgtcheminots allez bien vous faire cuire le cul.
Prendre les voyageurs en otages au moment des fêtes c'est une honte. 🖕🖕🖕
#sncf #NOEL2022 https://t.co/FNRChi6R9X",2022-12-16 12:24:31+00:00,Twitter for Android,0
95,Pascalratinaud,Train pour Paris a l'arrêt apres Vierzon. Problème au niveau du signalement. Au moins 20 mn de retard annoncé. Grand bravo de nouveau à la @SNCF. Vous  pourrez faire grève l'esprit tranquille pendant les fêtes.,2022-12-16 12:24:15+00:00,Twitter for Android,0
96,marine__smt,"Bon là c’est trop. Mon tgv de samedi supprimé hier, j’en reprends un plus tard dans la journée , bingo encore supprimé. Je me rabats donc sur un autre tgv dimanche. C’était sans compter sur le petit message d’annulation de ce TGV. @SNCF @OUIGO ?????? #toulouseparis",2022-12-16 12:22:24+00:00,Twitter for iPhone,0
97,Antoine_Gavory,"Grève @SNCF   Les syndicats, c’est un groupe de mecs avec chauffeur qui bouffent avec d’autres mecs avec chauffeur pour leur expliquer pourquoi ils font chier ceux qui n’ont pas de chauffeurs. @SNCF",2022-12-16 12:18:05+00:00,Twitter for iPhone,2
98,lilsaikoo,@SNCF Svp dites moi qu’il y’a au moins 1 trains TOULOUSE matabiau Paris Montparnasse samedi ou dimanche ou il y’en aura aucun,2022-12-16 12:14:56+00:00,Twitter for iPhone,0
99,Antoine_Gavory,ALERTE INFO. La @SNCF et la @RATPgroup annoncent qu’ils ne feront pas grève le 4 avril prochain. Les passagers en panique sont obligés de se réorganiser.,2022-12-16 12:13:03+00:00,Twitter for iPhone,0
100,LouisPalma3,RT @jeannebarontv: 3h30 plus tard … Coincée dans le #TGV La Rochelle-Paris qui a heurté un sanglier. Train très abîmé et impossibilité de r…,2022-12-16 12:12:50+00:00,Twitter Web App,30
101,anemoiarf,@SNCF débourser autant pour un service aussi médiocre j’ai juré c’est une honte,2022-12-16 12:12:34+00:00,Twitter Web App,0
102,anemoiarf,"La @SNCF à part être incompétents et être de gros voleurs vous faites quoi ???
Après les voyages assis par terre, la wifi qui fonctionne jamais, les retards, maintenant devoir payer de nouveaux billets à cause de VOTRE incompétence on aura vraiment tout vu",2022-12-16 12:11:12+00:00,Twitter Web App,0
103,lilsaikoo,@sncf deux trains supprimés 2 jour a l’avance juste après l’avoir changer et aucun numéro disponible c’est vrm scandaleux,2022-12-16 12:08:27+00:00,Twitter for iPhone,0
104,bouriburi,@SNCF l’intercités n°4661 de Bordeaux Saint Jean direction Marseille Saint Charles,2022-12-16 12:04:55+00:00,Twitter for iPhone,0
105,lilsaikoo,@SNCF https://t.co/nifakZSIv9,2022-12-16 12:03:08+00:00,Twitter for iPhone,0
106,OUIGO,"@BayekFanAccount @SNCFConnect @SNCF @RemiTrainPCLM Bonjour, pouvez-vous nous préciser le numéro de votre train ?",2022-12-16 12:01:59+00:00,RC Engage Digital EU,0
107,tony7525,"@SNCFConnect @Clt_VoyagesSncf @SNCF @SNCFVoyageurs @GroupeSNCF Ok merci de votre retour mais je n’ai pas de justificatif automatique dematérialisé sur tous mes voyages, est ce normal?",2022-12-16 12:01:44+00:00,Twitter for iPad,0
108,MarRssx7,@camsouu7 @amyxnelliel @RERD_SNCF @SNCF @GroupeSNCF @PoliceNationale @NousToutesOrg,2022-12-16 11:59:39+00:00,Twitter for iPhone,0
109,ThomasBonnaudet,@Racing_Cafe_ Doit on s’attendre à l’annonce d’un sponsor @SNCF pour le retard ?,2022-12-16 11:54:56+00:00,Twitter for iPhone,0
110,jeannebarontv,"@SNCF Bonjour, remerciez la bien de ma part. C’est une super nana 🙏",2022-12-16 11:52:18+00:00,Twitter for iPhone,0
111,SNCFConnect,"@tony7525 @Clt_VoyagesSncf @SNCF @SNCFVoyageurs @GroupeSNCF Bonjour @tony7525, 

La TVA étant pas déductible des achats ferroviaires, nous ne délivrons de facture ou justificatif avec TVA.

Cependant, vos billets, e-mails de confirmations ou encore justificatifs de voyages, font offices de pièces justificatives comptables.

Bonne journée.",2022-12-16 11:45:25+00:00,Alcmeon Account Management,0
112,TERGrandEst,"@btnlisa_ @SNCF Bonjour, le #TER839405 [Paris-Est 12:42 → Romilly-sur-Seine 13:51] est supprimé suite à une indisponibilité de matériel. Il vous est possible de prendre le #TER839555 Paris-Est 13:42 → Romilly-sur-Seine 14:51]. Nous sommes navrés pour la gêne occasionnée.",2022-12-16 11:44:55+00:00,Twitter Web App,0
113,AnnB22,"Merci de nous rendre ce mois de décembre encore plus pénible. @SNCF #grevesncf 
Et se rendre en agence avant le départ...  : pas possible d'annuler en ligne ? Je ne vais pas me déplacer en agence (je n'en ai pas dans ma ville) si je décide d'annuler mon voyage  ??  #2023 https://t.co/dBGuofqP4G",2022-12-16 11:43:41+00:00,Twitter Web App,0
114,war_velo,@IDFmobilites @Prefet75_IDF @iledefrance @SNCF @CDEssonne est-ce que l'emport des vélos sera autorisé dans le futur tram-train #T12 ?,2022-12-16 11:42:21+00:00,Twitter Web App,0
115,__SlyTheSly__,"@SNCF Bon eh bien 5 essais, on ne me fait pas attendre, ça me raccroche directement au nez car tout le monde est occupé. Puis je rappelle, appuie sur les boutons, etc. et la même chose. Franchement c'est désespérant.",2022-12-16 11:41:38+00:00,Twitter Web App,0
116,uberrasch,@radioclassique @SNCF @OrchestreParis les scandales sont partout dans cette société en grande perdition et incapable de se redresser !!!,2022-12-16 11:40:59+00:00,Twitter for Android,0
117,bonjourOui_,@btnlisa_ @SNCF @TERGrandEst C’est une dinguerie à chaque fois t’as un problème 💀,2022-12-16 11:40:31+00:00,Twitter for iPhone,0
118,RaffelinoTheDon,"@SNCF  vous vous foutez clairement de la gueule du monde, bande de sous merde",2022-12-16 11:38:06+00:00,Twitter for iPhone,0
